prot,pred,gt,err,gt_coll,pred_coll,over,rand_over,zero_loss
5UXBA_5UXDA,1,1,0.242973297672825,0.469804327436576,0.445653148082321,0.84981684981685,0.457410165089609,0.98038983
3WT1A_3WT2B,3,3,0.244069323865487,0.702583123849592,0.790001555875581,0.89196675900277,0.743732357048315,0.98106647
2CSBA_2CSBB,2,1,0.244135034414353,0.775614452431212,0.777780008495399,0.870324189526185,0.776695720984166,0.99961925
2VBCA_2WHXA,2,2,0.245888775758408,0.388650553628929,0.306270099005006,0.820638820638821,0.342577366457938,0.9554356
3VD8A_6QF7C,2,1,0.246499014400591,0.744987129965589,0.664231889240236,0.865384615384615,0.702295671648793,0.996348
4KBLA_4KBLB,1,2,0.25274838341838,0.674295455000327,0.598462745254394,0.808,0.634119990790544,0.9246672
1YDEA_5ICSA,3,1,0.260621172930391,0.260468455059245,0.21427709703018,0.721311475409836,0.235125633815387,0.9735582
6ANOA_6AOZC,2,3,0.261004224713186,0.694890541246077,0.719748961429882,0.865384615384615,0.707101341964826,0.9847059
1WCWA_1WD7B,2,1,0.262968821987083,0.755159498077234,0.712935070793624,0.908602150537634,0.733440068014487,0.9975748
2ZU6B_2ZU6B,2,3,0.266363115923106,0.62502699687003,0.71453656993427,0.846560846560847,0.666791270720002,0.99566
2A74C_2QKIC,2,1,0.267002216353768,0.725052860366304,0.723215751770175,0.867298578199052,0.724133140894885,0.998938
1GGGA_8EYZG,1,1,0.267039689170239,0.726972906743125,0.695152373360727,0.844444444444444,0.710706642461943,0.99935347
4E6HA_4EBAA,3,1,0.268573154730278,0.553072324234804,0.599596759043033,0.75482912332838,0.575395623841249,0.99570376
4BSRA_4UFRC,1,1,0.269005096022779,0.617471026529389,0.583222421879826,0.863387978142076,0.599858270252437,0.99891037
5AQ7A_5AQ9C,1,1,0.271787478168816,0.736820220279084,0.722880782370923,0.859016393442623,0.729783943883157,0.99364173
1APCA_5AWIA,1,1,0.274939270447316,0.704332388052471,0.789826416000758,0.878980891719745,0.744633467633632,0.99492335
1EPSA_1G6SA,2,1,0.275778457889229,0.572826147112225,0.705459756882757,0.763302752293578,0.632261989614278,0.9999995
2ZU6B_2ZU6B,3,1,0.278861801912511,0.682167591619346,0.77866246314189,0.847457627118644,0.727228051524048,0.99618477
1W33A_1W3ZB,2,1,0.278927167905559,0.544414734859359,0.342655736449724,0.683544303797468,0.420590782673716,0.99971133
1E5LA_1E5LA,1,1,0.281477732945435,0.568500756322455,0.638458028225892,0.831792975970425,0.601451974289887,0.9994025
1SW1A_1SW1A,3,1,0.28375107,0.670085862715917,0.60590019575813,0.833819241982507,0.6363786699674,1
3NBXX_6Q7LW,1,2,0.2895462,0.541641440216449,0.57122228930664,0.93984962406015,0.556038722901637,1
1IB2A_3GVOA,1,1,0.292157904494825,0.459607465611686,0.570182775351375,0.732954545454545,0.508958523571953,0.99065983
1S50A_4QF9C,1,1,0.292671145083688,0.708374823047673,0.722692646592533,0.879310344827586,0.71546210994028,0.99852693
6LKGA_6LKLB,1,1,0.29529020047098,0.649913612255832,0.73296225340311,0.862068965517241,0.688944188825513,1.0000001
1GL1I_7SGQD,1,2,0.296666709303404,0.549098081299883,0.586101664368936,0.702702702702703,0.566996778460414,0.91079515
1W63A_6CM9G,1,1,0.296749196418382,0.702409207916127,0.651946554239898,0.857142857142857,0.676237773800737,0.9998051
7ANCA_7CXTB,1,1,0.298569336060027,0.600917007552729,0.506057284197212,0.805194805194805,0.549422748362694,0.9643914
3I3YA_3IKHC,1,1,0.302018451045333,0.308670440123895,0.195847792622468,0.661971830985915,0.239644161191145,0.9953474
6X91A_6X91G,3,2,0.303210619155723,0.506021456013772,0.691892627314473,0.790960451977401,0.584536937250329,0.9987762
6ANOA_6AOZC,1,1,0.30400296880125,0.643534549078635,0.677188307179515,0.804123711340206,0.659932657085648,0.99859834
4FZQA_4FZQC,1,1,0.305745573317034,0.667032815351999,0.688261779876465,0.849056603773585,0.677481035261985,0.9989534
1S50A_4QF9C,2,2,0.306192731314484,0.570650955547949,0.645780224569794,0.831081081081081,0.605895521667,0.99876463
2XGJA_6FT6MM,2,2,0.306751348545998,0.680166471663242,0.572936807284513,0.832379394930499,0.621963749107638,0.9589773
3FVYA_3FVYA,1,1,0.307184185308611,0.593849307173348,0.618611751780131,0.802298850574713,0.605977664175056,0.9998197
1NY6A_1NY6H,1,2,0.309609467579432,0.603869718788469,0.564763218569191,0.771929824561403,0.583662149298247,0.99980867
1IWOA_1IWOA,1,2,0.309730620829967,0.476312106721168,0.473923933758421,0.853813559322034,0.475115019211704,0.99396104
3UO1H_6BPEE,3,1,0.310636269042389,0.736429746071385,0.702007464521212,0.84887459807074,0.718806736965031,0.99386495
6DJLB_6DJLC,1,2,0.314577311301642,0.545964019323149,0.558758014222754,0.882591093117409,0.552286931935082,0.98292893
7OGKA_7OGKC,2,2,0.315215448484594,0.508466009232628,0.497214681191569,0.876790830945559,0.502777406555777,0.99575126
3J1ZP_8F6KC,1,1,0.316649130302452,0.66225629657247,0.620014355684726,0.820224719101124,0.640439536372035,0.9863314
2G76A_6RIHA,3,1,0.317996739299042,0.550406446294464,0.596163483519533,0.791907514450867,0.572371934484181,0.95030487
1B4AA_1B4AE,2,1,0.32586786,0.770026004800709,0.752906789294903,0.85972850678733,0.761370178901913,1
1LILA_4QF1L,3,3,0.329020244747751,0.695917458839702,0.643112526100519,0.854092526690391,0.668473805583727,0.9905137
3U1SH_5UXQH,3,1,0.331984162167129,0.74176049737807,0.661006233176637,0.81437125748503,0.699058940608351,0.990287
2A74C_2QKIC,1,2,0.333494664852132,0.687610781057442,0.693284254054202,0.82089552238806,0.69043586268886,0.99930876
1W26A_6D6SB,1,1,0.336399383639938,0.510501551370015,0.415624696077355,0.827067669172932,0.458203301590885,0.9999999
1F9NA_1F9NA,2,1,0.338473710661186,0.70024644357555,0.788269281274982,0.838709677419355,0.741655263128762,0.99774647
6O6NA_6O6OA,3,1,0.342827483585213,0.682387755960894,0.524246908866531,0.763157894736842,0.592954408055287,0.975797
3B1NA_3B1OB,1,1,0.342852893006755,0.374536974235056,0.398735614944429,0.660944206008584,0.386257660832142,0.9506217
7OGKA_7OGKC,1,1,0.346019745016076,0.55100547427578,0.616366290733355,0.874074074074074,0.581856115648776,0.99775153
7DWNA_7DWND,2,1,0.348266694826669,0.703456306063875,0.588426805101701,0.797872340425532,0.640820432016249,0.9999999
1I2DA_1M8PC,2,1,0.34884095,0.651482895522362,0.621163079240374,0.821428571428571,0.635961814173106,1
4FU3A_4Q96A,2,2,0.349412771342361,0.721718307017446,0.623255380577944,0.888888888888889,0.66888270344445,0.99935603
7W2BA_7W2HT,1,1,0.350815699602321,0.248154369834352,0.270059482032424,0.587155963302752,0.258643956892053,0.97154945
1DAPA_1DAPA,1,1,0.353408693198702,0.472430257106738,0.530256365739577,0.8125,0.499675861811571,0.999471
1ADQA_6F2ZB,3,2,0.359397305369337,0.67675044466291,0.700478272142836,0.792982456140351,0.688409958875748,0.98998725
7MNLA_7R5K00,2,2,0.363414419810446,0.616532040726092,0.41068152402294,0.755154639175258,0.492980869379827,0.89715576
2N7LC_7SC3A,1,2,0.364558530720327,0.636764659926862,0.55170328558502,0.769230769230769,0.59118995401221,0.99766874
3IFZA_3ILWA,1,2,0.364729354842318,0.510330477586863,0.52473605235388,0.810020876826722,0.517433019924104,0.99761844
5IBLL_6UULD,1,1,0.364955552849257,0.668456084390444,0.692978154942274,0.804123711340206,0.680496274646168,0.99832946
3KLTA_3TRTB,1,1,0.365396788511143,0.728314904740369,0.668290908051365,0.851485148514851,0.697013036288811,0.989759
1K9AA_1K9AB,2,1,0.365487369121032,0.588746833046986,0.570171194445953,0.763779527559055,0.579310144567955,0.9995781
2H3HA_3C6QA,2,1,0.368662680062782,0.711334447542509,0.678269548670779,0.853080568720379,0.694408617136102,0.9994639
5GGFA_5GGIB,1,1,0.37148676696219,0.519630388151251,0.530724004517552,0.775086505190311,0.525118612143703,0.99905556
5XTSA_6INVA,2,1,0.371585495451706,0.71319975670775,0.678803903377975,0.757723577235772,0.695576876157967,0.9881397
5MSMA_5MSMA,1,2,0.371916717204261,0.612566628190953,0.473457614941917,0.746268656716418,0.534102874056777,0.97884226
1BQLH_4CADH,1,1,0.372048231659636,0.735616036102323,0.687280888363622,0.862619808306709,0.710627500971917,0.99140275
1BFOA_3B9KC,1,1,0.372155168209839,0.743004593900173,0.710318244466666,0.83495145631068,0.726293848602718,0.99700886
1Y5OA_1Y5OA,1,3,0.37409815,0.355258083458539,0.310853007112183,0.613333333333333,0.331575453726132,1
1FOSF_1FOSH,1,1,0.374159396652145,0.432297169797809,0.667862539545262,0.698412698412698,0.524860314747923,0.9602686
1MF2H_1OTSC,3,1,0.374294235744684,0.743590768905763,0.608491915202303,0.785234899328859,0.669291865677139,0.9972806
1K3WA_1Q39A,2,1,0.374620912242835,0.755715769557668,0.512112619360956,0.744615384615385,0.610510989694203,0.993332
1BNCA_2J9GB,1,1,0.375215441228439,0.39488925118656,0.406764930516936,0.739495798319328,0.400739127885436,0.93269056
1EX6A_1EX6A,1,1,0.37764903630363,0.427796044318515,0.494243833211536,0.752941176470588,0.458625623314918,0.99981076
6F2DA_6F2DA,1,1,0.380442735120849,0.193224173911784,0.132881124799403,0.707692307692308,0.157469661911706,0.99700516
3I4RB_5A9QL,1,2,0.38333082,0.664289416372302,0.66355266736158,0.9,0.663920837475503,1
1IKNA_1LE9A,1,2,0.385373379569875,0.686812670482573,0.681267432090956,0.790322580645161,0.684028813030773,0.99903953
7Q0BA_7Q13A,1,1,0.385426008205097,0.624826406306224,0.545480659663738,0.818577648766328,0.582463748528696,0.9984526
4BSRA_4UFRC,2,3,0.386677034636864,0.646966274900956,0.653066022557678,0.853781512605042,0.650001838730424,0.99736655
1A7AA_5W49A,2,1,0.38937174159509,0.757240600165536,0.504785683409626,0.751851851851852,0.605762683130855,0.9989934
1FAIH_2F19H,3,1,0.389794773309385,0.685377345435393,0.628833204559283,0.802768166089965,0.655888864176625,0.9905924
5L5KA_5L5LB,2,2,0.389916435304088,0.642609653674156,0.615782843533913,0.845217391304348,0.628910297382974,0.9920936
2AE0X_2PI8D,2,1,0.391024435618996,0.571912229968053,0.621963229108597,0.807017543859649,0.59588858220226,0.99024993
1STFI_4N6V0,1,3,0.391324780867522,0.448906292891901,0.217030367938724,0.508474576271186,0.292599292535773,1.0000001
4C8VA_4C8WI,3,2,0.391329388711571,0.654713663392377,0.594723403832408,0.728682170542636,0.623278352535459,0.98845303
5CJ8A_5CJ8A,2,1,0.391393549369723,0.609363406535403,0.705882090108753,0.774468085106383,0.654081258804531,0.99995345
2FE8A_6WUUB,2,1,0.39144900471892,0.443875902685456,0.587786536579987,0.775757575757576,0.5057938906772,0.98913515
1VK6A_5IW5B,1,1,0.392632361462498,0.673267909758011,0.716573253209513,0.850704225352113,0.694245917061157,0.98914516
5WC6A_5WC8A,1,1,0.396375123782507,0.632229354542645,0.702126558120494,0.769230769230769,0.665347253210446,0.99999994
5GJQR_6EPER,2,2,0.405663206279747,0.233982125411014,0.0981130871005207,0.542635658914729,0.138253776540777,0.9970465
2M7KA_5XOPE,1,2,0.406084133184236,0.542848381849691,0.717210615327132,0.804878048780488,0.617965702952113,0.9753797
3R74A_3R74B,1,1,0.407215953744302,0.709779064142553,0.744563892553567,0.861297539149888,0.726755488336209,0.9983462
2Y0FA_2Y0FA,1,1,0.407286251378476,0.671213341143938,0.630364471118016,0.801526717557252,0.650147903277873,0.9846929
1ABEA_9ABPA,1,2,0.407331671784764,0.705203141180993,0.722906613100181,0.873563218390805,0.713945147157631,0.9956174
4CPCA_4CPCA,1,1,0.410404252628381,0.597420252433336,0.667404528379405,0.811111111111111,0.63047623333782,0.9978958
3RGXA_4M7EB,1,1,0.410709268395293,0.599720014327184,0.619298165046348,0.83668903803132,0.609351871364649,0.99661934
1MWRA_1MWRB,1,1,0.411855337411418,0.605816716702377,0.581816330209342,0.829139072847682,0.593574016499139,0.9943884
4EG1A_4EG7B,1,1,0.412300515861268,0.178089027836214,0.141004604191255,0.705882352941177,0.157391877244915,0.93204904
3U3IA_3U3IA,3,2,0.412522429657161,0.544540161091035,0.526903490041864,0.772357723577236,0.535576669932101,0.9987335
5DZXA_5DZYE,1,1,0.412741795904271,0.742895621970573,0.70220301879814,0.902684563758389,0.721976387884722,0.9989675
2B0JA_3DAFA,2,1,0.4165872,0.709660237390587,0.599094244923589,0.777777777777778,0.649706831674098,1
5YQQA_5YQQA,2,1,0.416683214844363,0.37382477624401,0.343574564259923,0.571428571428571,0.358061897624214,0.9955779
6F1CA_6F39B,1,1,0.418084471526468,0.690452883885837,0.729107939757568,0.806045340050378,0.709254117590571,0.99702543
2VPNA_2VPOB,3,1,0.418229988684208,0.646837005976923,0.575917262729738,0.7,0.609320461924958,0.9971021
7MWYA_7MWZA,1,1,0.419237671807523,0.662058424594129,0.722884770610841,0.862422997946612,0.691135858930114,0.97469175
1WCWA_1WD7B,3,2,0.419514184924722,0.770080549249988,0.733332897546176,0.797900262467192,0.751257615433595,0.99803984
1AUPA_1HRDC,2,2,0.422707705293682,0.677801915937022,0.60517339065063,0.813913043478261,0.639431922891927,0.9870993
3B5HA_7XY8A,2,2,0.42309542701732,0.678304644009575,0.741896300855174,0.8515625,0.708676765866416,0.9962535
5CXBA_8IA0CD,2,1,0.424692154967497,0.502600043917399,0.366958587151065,0.731829573934837,0.424200037647538,0.9948512
5CZRA_7N86D,1,1,0.425075806779777,0.610616548142268,0.740527358578713,0.819444444444444,0.669326571730783,0.9972393
3OETA_3OETB,2,2,0.427685940200251,0.589391417849903,0.473699464992681,0.705,0.525250293860564,0.9912851
2EB7A_3GFIA,2,1,0.431031133229991,0.591919263546607,0.25172749467615,0.554621848739496,0.353233985221565,0.99648607
3TTKA_3TTMA,3,2,0.431325966265193,0.691414957494025,0.683399756280513,0.837606837606838,0.687383992484106,0.9999998
3AJMA_3L8JA,1,2,0.434224814578984,0.509616813037599,0.417986225888966,0.67032967032967,0.459275788008737,0.97336054
1XHXA_2PY5A,3,1,0.434992474141236,0.523800135619226,0.471587781072038,0.785714285714286,0.496324577664167,0.99887604
2A4EA_3LNDD,3,2,0.435456326112266,0.590373109477683,0.721561898739988,0.810606060606061,0.649408300215233,0.99536765
6IFSA_6IFXA,1,1,0.437120974919696,0.559939083025359,0.651293951183367,0.763513513513513,0.602171386522361,0.974111
6X5ZO_8ENCP,1,1,0.43766588,0.657290114157198,0.706800470484513,0.752212389380531,0.68114679063363,1
1JQJA_1JQJA,3,2,0.438724413345378,0.645408176680829,0.541741814642135,0.741935483870968,0.589048729100017,0.9897689
5RL6A_7RDXE,1,1,0.440070280129731,0.247258251093356,0.352905796840693,0.708215297450425,0.290783396399398,0.9881029
3WT1A_3WT2B,2,2,0.44084216612777,0.722988535648957,0.780233407554174,0.845303867403315,0.750520987725844,0.9999761
1SZQA_1SZQB,2,1,0.440957733267412,0.691339944993509,0.620956080627136,0.829032258064516,0.654260523910552,0.77772844
3X3MA_5EBDA,1,1,0.441653876263107,0.689257140322167,0.595117084730505,0.818930041152263,0.63873704715834,0.998926
3VKWA_3VKWA,2,1,0.443318197849147,0.610170854343498,0.559641674277139,0.712328767123288,0.58381497917885,0.995233
5UDQA_5UDRC,1,1,0.444857038984351,0.718065904742869,0.665101470260651,0.844574780058651,0.690569626813691,0.9858212
1FOSF_1FOSH,2,2,0.446248583750723,0.718871467097738,0.736318222169347,0.843373493975904,0.727490257147535,0.9897622
6TAQA_6TAQC,1,1,0.4475738,0.666656008128953,0.753543203474939,0.793103448275862,0.707441744618315,1
5HUQA_8EZHB,1,2,0.44808131982428,0.341901155688727,0.708024095769538,0.628440366972477,0.461126649278791,0.9581821
1I84U_7QIOP,1,1,0.449263836512212,0.811998628390194,0.743588012860259,0.828828828828829,0.77628906101246,0.9969185
4JZBA_4K10D,1,1,0.449293413747699,0.369576504938247,0.465732677737761,0.82,0.412120107963938,0.9930564
1AONA_1AONA,1,1,0.449341380424154,0.50352715075071,0.643391010784143,0.803333333333333,0.564931053223912,0.99893326
1AKEA_1AKEA,1,1,0.45078999413305,0.467330538229918,0.238044266794481,0.493333333333333,0.315421970082311,0.99944603
8OVNA_8OVPA,2,1,0.451523945806767,0.72712660022358,0.74104047132195,0.825136612021858,0.734017604649293,0.99691045
1VK1A_5X0EA,2,1,0.451744352907981,0.69721731010326,0.624443056033959,0.748427672955975,0.658826607796536,0.9909348
4F3TA_4KXTA,2,2,0.451883093028531,0.603330693184551,0.662784373131018,0.837254901960784,0.631661633151056,0.9734304
3U5ZB_3U60C,2,1,0.452186265468442,0.630379661250445,0.447860300691635,0.726744186046512,0.523671973962102,0.99837464
1A3RH_5W23J,1,1,0.452352381465108,0.702781610979672,0.686707355254022,0.776699029126214,0.694651505877224,0.9974679
3AJMA_3L8JA,2,1,0.4524448853898,0.583574166378563,0.518999166418169,0.787037037037037,0.549395667180515,0.98023736
6N5MB_7EALC,1,1,0.453462672821067,0.562172848320948,0.67055609622965,0.702702702702703,0.61159986912423,0.98728704
5MLTA_5SWBC,2,2,0.455697380097128,0.674070455253287,0.664592356171207,0.762852404643449,0.669297851944471,0.99755263
5W1GH_5W1MB,3,1,0.457522683274952,0.70623296111564,0.57934564535052,0.759581881533101,0.636527379294281,0.9999989
1VK6A_5IW5B,3,2,0.45898651632662,0.678051183148676,0.712779604746824,0.794366197183099,0.694981817384305,0.98502386
8EDUA_8EDUG,1,1,0.4590479,0.236140655748502,0.21317643786475,0.54014598540146,0.224071705897935,1
1URKA_2I9BC,2,3,0.459476627568598,0.332922378574863,0.221728964120931,0.597014925373134,0.266179952888233,0.99999994
6Q975_7ACR5,2,1,0.467686928582091,0.587936720901029,0.307302848238609,0.641791044776119,0.403634144747623,0.99483997
4O64A_6ASBI,1,1,0.46770836383261,0.518876825483723,0.674131952112904,0.76056338028169,0.58640213523686,0.9802145
6TMTA_6TMUA,2,1,0.468245672607607,0.452652767636392,0.62890770510925,0.755480607082631,0.526418670946573,0.9995107
2X3FA_3AG6A,1,1,0.470062671327247,0.592563620948517,0.647064665804686,0.748571428571429,0.618616056852538,0.9946973
6ECBA_6ECDA,3,1,0.470387428072858,0.426226385261332,0.473986944014659,0.761467889908257,0.448839703297696,0.9453316
5H1AA_7CUOB,3,3,0.470409847432845,0.546445802291989,0.573176943385537,0.774436090225564,0.559492268074716,0.9792278
1DN0B_1DN0B,1,1,0.471009131028949,0.661797945808206,0.658042846171854,0.76056338028169,0.659915054143739,0.9801086
1R5ZA_1R5ZA,3,1,0.473556810327589,0.550584423404956,0.409505083455566,0.749185667752443,0.469679376026211,0.9991722
4JDQA_4JDXF,2,3,0.473646878606236,0.711353124901448,0.688162310591821,0.832,0.699565574861067,0.9882188
2ZXYA_3X15D,3,2,0.47384760368913,0.787021755107763,0.539460702914721,0.754385964912281,0.640140103854151,0.9957577
3S2KA_3S8VA,2,2,0.474626173437914,0.615378430244649,0.659253417159717,0.771021992238034,0.636560798023848,0.9993605
7N85A_7N85G,1,1,0.474859305426346,0.729334590919498,0.57656320084767,0.788732394366197,0.644012860547734,0.99946463
3Q6GH_6P60A,1,1,0.475820736770221,0.699694881230648,0.695110991213122,0.788273615635179,0.697395403973811,0.98322785
3AU3A_3AU3A,3,2,0.475974143406208,0.432020838002008,0.360967938574641,0.764705882352941,0.393311168887143,0.94876534
4C0OA_6GX9B,3,1,0.476913411286902,0.500124580997794,0.612466066856978,0.689723320158103,0.550623602045945,0.99104464
5GW0A_5GW0E,2,1,0.479669268250293,0.663581715859712,0.58453633372662,0.716981132075472,0.62155598734465,0.99287474
1QMYA_2JQGR,3,3,0.480736790602043,0.126703658390691,0.0601003491351715,0.580645161290323,0.081528594668182,0.6153933
1GZKA_1GZKA,1,2,0.480768988200071,0.477482577538158,0.499914635064024,0.742424242424242,0.488441189358237,0.9973365
1ECWA_2K4IA,2,1,0.481430309772791,0.397909137344115,0.263219346885667,0.659090909090909,0.316844261743091,0.7687118
1AGQA_6Q2NA,3,2,0.481788923188422,0.55184212300788,0.657750789291353,0.737864077669903,0.600159918732816,0.9719277
3J04B_7UDUE,1,2,0.481828750119256,0.70826892365473,0.62802406884992,0.742268041237113,0.665737130657069,0.9685052
1BKTA_1SCOA,1,1,0.483070744522101,0.601563412166225,0.599707024136157,0.727272727272727,0.600633783762891,0.99775386
3KLTA_3TRTB,3,2,0.483638608788546,0.741448445872057,0.699449077576089,0.876190476190476,0.71983666165847,0.96578187
5DZXA_5DZYE,2,3,0.483896594850919,0.696413884448408,0.71574440737406,0.84192439862543,0.705946841650889,0.9992191
1ADQA_6F2ZB,1,1,0.484298667227742,0.677390631819606,0.630608353829519,0.730627306273063,0.653162878439554,0.9885785
4FU3A_4Q96A,1,3,0.484565437642005,0.504013277661772,0.519180880954212,0.830769230769231,0.511484658714256,0.9903734
1JQJA_1MMIA,2,1,0.486128391492085,0.656560820266227,0.57225377573708,0.708240534521158,0.611515210871359,0.99460095
2DW4A_6NQMA,2,1,0.486997569661971,0.576589359523377,0.397424205103664,0.754358161648177,0.470528494061687,0.9845544
4DAGH_4XMKJ,1,1,0.48764137162924,0.693208074890124,0.650799204062503,0.729096989966555,0.671334553693432,0.9951873
1EWKA_1ISRA,1,1,0.487792811343968,0.600063430299577,0.596795429452023,0.818691588785047,0.598424968268045,0.9969986
4HYEA_4ZMRB,3,3,0.4885571,0.522233910770002,0.654238369368416,0.772532188841202,0.580830450456271,1
1G0WA_3B6RB,1,1,0.488575685774496,0.364973096761608,0.481847590859012,0.779874213836478,0.415345090108901,0.94996643
5UDQA_5UDRC,3,3,0.489199291628806,0.568419137182631,0.612402868172936,0.742268041237113,0.589591840863787,0.9834392
2V5MA_4X83A,1,1,0.490350860997379,0.66017103429524,0.665611270432135,0.778210116731518,0.662879990588063,0.9965884
1B0LA_1CB6A,1,1,0.491217784008644,0.493243463525822,0.704978432949768,0.619105199516324,0.580403354340193,0.9994687
3AAPA_4BR4A,1,1,0.492121938581438,0.559979971726381,0.599272256411932,0.757281553398058,0.578960217727387,0.99521184
2OSSA_3UW9A,1,3,0.492256509316863,0.293125301748312,0.104360790103044,0.5,0.153921300477033,0.97285324
2A4EA_3LNDD,2,1,0.493486209875465,0.464438168808331,0.747863922194413,0.745901639344262,0.573019799470103,0.9537151
2OK5A_7JTQA,3,1,0.495326059880432,0.700978494883141,0.323942689319255,0.609179415855355,0.4431108699624,0.995584
